#queryIndex	queryItem	stringId	preferredName	annotation
20	AHRR	9606.ENSP00000323816	AHRR	Aryl hydrocarbon receptor repressor; Mediates dioxin toxicity and is involved in regulation of cell growth and differentiation. Represses the transcription activity of AHR by competing with this transcription factor for heterodimer formation with the ARNT and subsequently binding to the xenobiotic response element (XRE) sequence present in the promoter regulatory region of variety of genes. Represses CYP1A1 by binding the XRE sequence and recruiting ANKRA2, HDAC4 and/or HDAC5. Autoregulates its expression by associating with its own XRE site; Basic helix-loop-helix proteins
21	GFPT2	9606.ENSP00000253778	GFPT2	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2; Controls the flux of glucose into the hexosamine pathway. Most likely involved in regulating the availability of precursors for N- and O-linked glycosylation of proteins
22	FAM177A1	9606.ENSP00000280987	FAM177A1	Protein FAM177A1; Family with sequence similarity 177 member A1
23	EIF5	9606.ENSP00000216554	EIF5	Eukaryotic translation initiation factor 5; Catalyzes the hydrolysis of GTP bound to the 40S ribosomal initiation complex (40S.mRNA.Met-tRNA[F].eIF-2.GTP) with the subsequent joining of a 60S ribosomal subunit resulting in the release of eIF-2 and the guanine nucleotide. The subsequent joining of a 60S ribosomal subunit results in the formation of a functional 80S initiation complex (80S.mRNA.Met-tRNA[F])
24	SERPINB4	9606.ENSP00000343445	SERPINB4	Serpin B4; May act as a protease inhibitor to modulate the host immune response against tumor cells; Serpin peptidase inhibitors
25	IFT27	9606.ENSP00000393541	IFT27	Intraflagellar transport protein 27 homolog; Small GTPase-like component of the intraflagellar transport (IFT) complex B that promotes the exit of the BBSome complex from cilia via its interaction with ARL6. Not involved in entry of the BBSome complex into cilium. Prevents aggregation of GTP-free ARL6. Required for hedgehog signaling. Forms a subcomplex within the IFT complex B with IFT25 (By similarity)
26	SLC25A46	9606.ENSP00000348211	SLC25A46	Solute carrier family 25 member 46; May play a role in mitochondrial dynamics by controlling mitochondrial membrane fission; Belongs to the mitochondrial carrier (TC 2.A.29) family
27	FBXO45	9606.ENSP00000310332	FBXO45	F-box/SPRY domain-containing protein 1; Component of E3 ubiquitin ligase complexes. Required for normal neuromuscular synaptogenesis, axon pathfinding and neuronal migration (By similarity). Plays a role in the regulation of neurotransmission at mature neurons (By similarity). May control synaptic activity by controlling UNC13A via ubiquitin dependent pathway (By similarity). Specifically recognizes TP73, promoting its ubiquitination and degradation; F-boxes other
28	ZNF677	9606.ENSP00000469391	ZNF677	Zinc finger protein 677; May be involved in transcriptional regulation; Zinc fingers C2H2-type
29	DEFB4B	9606.ENSP00000424598	DEFB4B	Beta-defensin 4A; Exhibits antimicrobial activity against Gram-negative bacteria and Gram-positive bacteria. May act as a ligand for C-C chemokine receptor CCR6. Can bind to both human and mouse CCR6 and induce chemotactic activity of CCR6-expressing cells; Belongs to the beta-defensin family. LAP/TAP subfamily
30	C1orf43	9606.ENSP00000357507	C1orf43	Uncharacterized protein C1orf43; Chromosome 1 open reading frame 43
31	BCAR3	9606.ENSP00000359264	BCAR3	Breast cancer anti-estrogen resistance protein 3; May act as an adapter protein and couple activated growth factor receptors to a signaling pathway that regulates the proliferation in breast cancer cells. When overexpressed, it confers anti-estrogen resistance in breast cancer cell lines. May also be regulated by cellular adhesion to extracellular matrix proteins; NSP adaptor proteins
32	AIF1	9606.ENSP00000365227	AIF1	Allograft inflammatory factor 1; Actin-binding protein that enhances membrane ruffling and RAC activation. Enhances the actin-bundling activity of LCP1. Binds calcium. Plays a role in RAC signaling and in phagocytosis. May play a role in macrophage activation and function. Promotes the proliferation of vascular smooth muscle cells and of T- lymphocytes. Enhances lymphocyte migration. Plays a role in vascular inflammation; EF-hand domain containing
33	LEPROTL1	9606.ENSP00000428281	LEPROTL1	Leptin receptor overlapping transcript-like 1; Negatively regulates growth hormone (GH) receptor cell surface expression in liver. May play a role in liver resistance to GH during periods of reduced nutrient availability; Belongs to the OB-RGRP/VPS55 family
34	SLC25A19	9606.ENSP00000385312	SLC25A19	Mitochondrial thiamine pyrophosphate carrier; Mitochondrial transporter mediating uptake of thiamine pyrophosphate (ThPP) into mitochondria; Solute carriers
35	ATP11B	9606.ENSP00000321195	ATP11B	Probable phospholipid-transporting ATPase IF; Catalytic component of a P4-ATPase flippase complex which catalyzes the hydrolysis of ATP coupled to the transport of aminophospholipids from the outer to the inner leaflet of various membranes and ensures the maintenance of asymmetric distribution of phospholipids. Phospholipid translocation seems also to be implicated in vesicle formation and in uptake of lipid signaling molecules (Probable). Involved in regulation of sensitivity to cisplatin; may contribute to secretory vesicle transport of cisplatin from Golgi to plasma membrane
36	HPSE	9606.ENSP00000384262	HPSE	Heparanase; Endoglycosidase that cleaves heparan sulfate proteoglycans (HSPGs) into heparan sulfate side chains and core proteoglycans. Participates in extracellular matrix (ECM) degradation and remodeling. Selectively cleaves the linkage between a glucuronic acid unit and an N-sulfo glucosamine unit carrying either a 3-O-sulfo or a 6-O-sulfo group. Can also cleave the linkage between a glucuronic acid unit and an N-sulfo glucosamine unit carrying a 2-O-sulfo group, but not linkages between a glucuronic acid unit and a 2-O-sulfated iduronic acid moiety. It is essentially inactive at ne [...] 
37	INPP4B	9606.ENSP00000425487	INPP4B	Type II inositol 3,4-bisphosphate 4-phosphatase; Catalyzes the hydrolysis of the 4-position phosphate of phosphatidylinositol 3,4-bisphosphate, inositol 1,3,4- trisphosphate and inositol 1,4-bisphosphate
38	PAFAH1B1	9606.ENSP00000380378	PAFAH1B1	Platelet-activating factor acetylhydrolase IB subunit alpha; Required for proper activation of Rho GTPases and actin polymerization at the leading edge of locomoting cerebellar neurons and postmigratory hippocampal neurons in response to calcium influx triggered via NMDA receptors. Non-catalytic subunit of an acetylhydrolase complex which inactivates platelet- activating factor (PAF) by removing the acetyl group at the SN-2 position (By similarity). Positively regulates the activity of the minus-end directed microtubule motor protein dynein. May enhance dynein-mediated microtubule slid [...] 
39	IRF2BP2	9606.ENSP00000355568	IRF2BP2	Interferon regulatory factor 2-binding protein 2; Acts as a transcriptional corepressor in a IRF2- dependent manner; this repression is not mediated by histone deacetylase activities. Represses the NFAT1-dependent transactivation of NFAT-responsive promoters. Acts as a coactivator of VEGFA expression in cardiac and skeletal muscle; Belongs to the IRF2BP family
40	EIF4E	9606.ENSP00000425561	EIF4E	Eukaryotic translation initiation factor 4E
41	JUN	9606.ENSP00000360266	JUN	Transcription factor AP-1; Transcription factor that recognizes and binds to the enhancer heptamer motif 5'-TGA[CG]TCA-3'. Promotes activity of NR5A1 when phosphorylated by HIPK3 leading to increased steroidogenic gene expression upon cAMP signaling pathway stimulation. Involved in activated KRAS-mediated transcriptional activation of USP28 in colorectal cancer (CRC) cells. Binds to the USP28 promoter in colorectal cancer (CRC) cells; Basic leucine zipper proteins
42	CD24	9606.ENSP00000483985	CD24	CD24 molecule; Signal transducer CD24; May have a pivotal role in cell differentiation of different cell types. Signaling could be triggered by the binding of a lectin-like ligand to the CD24 carbohydrates, and transduced by the release of second messengers derived from the GPI-anchor. Modulates B-cell activation responses. Promotes AG-dependent proliferation of B-cells, and prevents their terminal differentiation into antibody-forming cells. In association with SIGLEC10 may be involved in the selective suppression of the immune response to danger-associated molecular patterns (DAMPs)  [...] 
43	CD109	9606.ENSP00000287097	CD109	CD109 antigen; Modulates negatively TGFB1 signaling in keratinocytes; Belongs to the protease inhibitor I39 (alpha-2- macroglobulin) family
44	ZSCAN18	9606.ENSP00000470123	ZSCAN18	Zinc finger and SCAN domain-containing protein 18; May be involved in transcriptional regulation; SCAN domain containing
45	ZNF165	9606.ENSP00000366542	ZNF165	Zinc finger protein 165; May be involved in transcriptional regulation; Belongs to the krueppel C2H2-type zinc-finger protein family
46	CD24	9606.ENSP00000483985	CD24	CD24 molecule; Signal transducer CD24; May have a pivotal role in cell differentiation of different cell types. Signaling could be triggered by the binding of a lectin-like ligand to the CD24 carbohydrates, and transduced by the release of second messengers derived from the GPI-anchor. Modulates B-cell activation responses. Promotes AG-dependent proliferation of B-cells, and prevents their terminal differentiation into antibody-forming cells. In association with SIGLEC10 may be involved in the selective suppression of the immune response to danger-associated molecular patterns (DAMPs)  [...] 
47	TMEM107	9606.ENSP00000314116	TMEM107	Transmembrane protein 107; Plays a role in cilia formation and embryonic patterning. Requires for normal Sonic hedgehog (Shh) signaling in the neural tube and acts in combination with GLI2 and GLI3 to pattern ventral and intermediate neuronal cell types (By similarity). During ciliogenesis regulates the ciliary transition zone localization of some MKS complex proteins
48	CLN8	9606.ENSP00000328182	CLN8	Protein CLN8; Could play a role in cell proliferation during neuronal differentiation and in protection against cell death; TLC domain containing
49	GPR157	9606.ENSP00000366628	GPR157	G-protein coupled receptor 157; Orphan receptor that promotes neuronal differentiation of radial glial progenitors (RGPs). The activity of this receptor is mediated by a G(q)-protein that activates a phosphatidylinositol-calcium second messenger; 7TM orphan receptors
50	SPOCK2	9606.ENSP00000362201	SPOCK2	Sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican); Testican-2; May participate in diverse steps of neurogenesis. Binds calcium; SPARC family
51	PRSS3	9606.ENSP00000354280	PRSS3	Trypsin-3; Digestive protease specialized for the degradation of trypsin inhibitors. In the ileum, may be involved in defensin processing, including DEFA5; Belongs to the peptidase S1 family
52	ACP3	9606.ENSP00000323036	ACPP	Prostatic acid phosphatase; A non-specific tyrosine phosphatase that dephosphorylates a diverse number of substrates under acidic conditions (pH 4-6) including alkyl, aryl, and acyl orthophosphate monoesters and phosphorylated proteins. Has lipid phosphatase activity and inactivates lysophosphatidic acid in seminal plasma; Belongs to the histidine acid phosphatase family
53	GGH	9606.ENSP00000260118	GGH	Gamma-glutamyl hydrolase; Hydrolyzes the polyglutamate sidechains of pteroylpolyglutamates. Progressively removes gamma-glutamyl residues from pteroylpoly-gamma-glutamate to yield pteroyl-alpha- glutamate (folic acid) and free glutamate. May play an important role in the bioavailability of dietary pteroylpolyglutamates and in the metabolism of pteroylpolyglutamates and antifolates; Belongs to the peptidase C26 family
54	PLOD1	9606.ENSP00000196061	PLOD1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1; Part of a complex composed of PLOD1, P3H3 and P3H4 that catalyzes hydroxylation of lysine residues in collagen alpha chains and is required for normal assembly and cross-linkling of collagen fibrils (By similarity). Forms hydroxylysine residues in -Xaa-Lys-Gly- sequences in collagens. These hydroxylysines serve as sites of attachment for carbohydrate units and are essential for the stability of the intermolecular collagen cross-links (Probable)
55	CXCR6	9606.ENSP00000395704	CXCR6	C-X-C chemokine receptor type 6; Receptor for the C-X-C chemokine CXCL16. Used as a coreceptor by SIVs and by strains of HIV-2 and m-tropic HIV-1
56	IL36G	9606.ENSP00000259205	IL36G	Interleukin-36 gamma; Cytokine that binds to and signals through the IL1RL2/IL-36R receptor which in turn activates NF-kappa-B and MAPK signaling pathways in target cells. Part of the IL-36 signaling system that is thought to be present in epithelial barriers and to take part in local inflammatory response; similar to the IL-1 system with which it shares the coreceptor IL1RAP. Seems to be involved in skin inflammatory response by acting on keratinocytes, dendritic cells and indirectly on T-cells to drive tissue infiltration, cell maturation and cell proliferation. In cultured keratinoc [...] 
57	TMEM256-PLSCR3	9606.ENSP00000438547	PLSCR3	TMEM256-PLSCR3 readthrough; Phospholipid scramblase 3; May mediate accelerated ATP-independent bidirectional transbilayer migration of phospholipids upon binding calcium ions that results in a loss of phospholipid asymmetry in the plasma membrane. May play a central role in the initiation of fibrin clot formation, in the activation of mast cells and in the recognition of apoptotic and injured cells by the reticuloendothelial system. Seems to play a role in apoptosis, through translocation of cardiolipin from the inner to the outer mitochondrial membrane which promotes BID recruitment a [...] 
58	MBNL3	9606.ENSP00000359890	MBNL3	Muscleblind-like protein 3; Mediates pre-mRNA alternative splicing regulation. Acts either as activator or repressor of splicing on specific pre-mRNA targets. Inhibits cardiac troponin-T (TNNT2) pre-mRNA exon inclusion but induces insulin receptor (IR) pre-mRNA exon inclusion in muscle. Antagonizes the alternative splicing activity pattern of CELF proteins. May play a role in myotonic dystrophy pathophysiology (DM). Could inhibit terminal muscle differentiation, acting at approximately the time of myogenin induction; Zinc fingers CCCH-type
59	FEN1	9606.ENSP00000305480	FEN1	Flap endonuclease 1; Structure-specific nuclease with 5'-flap endonuclease and 5'-3' exonuclease activities involved in DNA replication and repair. During DNA replication, cleaves the 5'-overhanging flap structure that is generated by displacement synthesis when DNA polymerase encounters the 5'-end of a downstream Okazaki fragment. It enters the flap from the 5'-end and then tracks to cleave the flap base, leaving a nick for ligation. Also involved in the long patch base excision repair (LP-BER) pathway, by cleaving within the apurinic/apyrimidinic (AP) site-terminated flap. Acts as a  [...] 
60	P2RY1	9606.ENSP00000304767	P2RY1	P2Y purinoceptor 1; Receptor for extracellular adenine nucleotides such as ATP and ADP. In platelets binding to ADP leads to mobilization of intracellular calcium ions via activation of phospholipase C, a change in platelet shape, and probably to platelet aggregation; Belongs to the G-protein coupled receptor 1 family
61	IFITM1	9606.ENSP00000386187	IFITM1	Interferon-induced transmembrane protein 1; IFN-induced antiviral protein which inhibits the entry of viruses to the host cell cytoplasm, permitting endocytosis, but preventing subsequent viral fusion and release of viral contents into the cytosol. Active against multiple viruses, including influenza A virus, SARS coronavirus (SARS-CoV), Marburg virus (MARV), Ebola virus (EBOV), Dengue virus (DNV), West Nile virus (WNV), human immunodeficiency virus type 1 (HIV-1) and hepatitis C virus (HCV). Can inhibit: influenza virus hemagglutinin protein- mediated viral entry, MARV and EBOV GP1,2- [...] 
62	LGMN	9606.ENSP00000376911	LGMN	Legumain; Has a strict specificity for hydrolysis of asparaginyl bonds. Can also cleave aspartyl bonds slowly, especially under acidic conditions. Required for normal lysosomal protein degradation in renal proximal tubules. Required for normal degradation of internalized EGFR. Plays a role in the regulation of cell proliferation via its role in EGFR degradation (By similarity). May be involved in the processing of proteins for MHC class II antigen presentation in the lysosomal/endosomal system; Belongs to the peptidase C13 family
63	PRSS3	9606.ENSP00000354280	PRSS3	Trypsin-3; Digestive protease specialized for the degradation of trypsin inhibitors. In the ileum, may be involved in defensin processing, including DEFA5; Belongs to the peptidase S1 family
64	KPNA2	9606.ENSP00000438483	KPNA2	Karyopherin subunit alpha 2; Importin subunit alpha-1; Functions in nuclear protein import as an adapter protein for nuclear receptor KPNB1. Binds specifically and directly to substrates containing either a simple or bipartite NLS motif. Docking of the importin/substrate complex to the nuclear pore complex (NPC) is mediated by KPNB1 through binding to nucleoporin FxFG repeats and the complex is subsequently translocated through the pore by an energy requiring, Ran- dependent mechanism. At the nucleoplasmic side of the NPC, Ran binds to importin-beta and the three components separate an [...] 
65	SERPINB3	9606.ENSP00000283752	SERPINB3	Serpin B3; May act as a papain-like cysteine protease inhibitor to modulate the host immune response against tumor cells. Also functions as an inhibitor of UV-induced apoptosis via suppression of the activity of c-Jun NH(2)-terminal kinase (JNK1); Serpin peptidase inhibitors
66	SPRR2G	9606.ENSP00000357737	SPRR2G	Small proline-rich protein 2G; Cross-linked envelope protein of keratinocytes. It is a keratinocyte protein that first appears in the cell cytosol, but ultimately becomes cross-linked to membrane proteins by transglutaminase. All that results in the formation of an insoluble envelope beneath the plasma membrane (By similarity); Small proline rich proteins
67	TGIF2-RAB5IF	9606.ENSP00000454021	TGIF2-C20orf24	TGIF2-C20orf24 readthrough
68	SPRR3	9606.ENSP00000330391	SPRR3	Small proline-rich protein 3; Cross-linked envelope protein of keratinocytes; Small proline rich proteins
69	ACP5	9606.ENSP00000468767	ACP5	Tartrate-resistant acid phosphatase type 5; Involved in osteopontin/bone sialoprotein dephosphorylation. Its expression seems to increase in certain pathological states such as Gaucher and Hodgkin diseases, the hairy cell, the B-cell, and the T-cell leukemias; Belongs to the metallophosphoesterase superfamily. Purple acid phosphatase family
70	WDR53	9606.ENSP00000328079	WDR53	WD repeat-containing protein 53; WD repeat domain containing; Belongs to the WD repeat WDR53 family
71	NTNG2	9606.ENSP00000376921	NTNG2	Netrin-G2; Involved in controlling patterning and neuronal circuit formation at the laminar, cellular, subcellular and synaptic levels. Promotes neurite outgrowth of both axons and dendrites; Netrins
72	OLR1	9606.ENSP00000309124	OLR1	Oxidized low-density lipoprotein receptor 1; Receptor that mediates the recognition, internalization and degradation of oxidatively modified low density lipoprotein (oxLDL) by vascular endothelial cells. OxLDL is a marker of atherosclerosis that induces vascular endothelial cell activation and dysfunction, resulting in pro-inflammatory responses, pro- oxidative conditions and apoptosis. Its association with oxLDL induces the activation of NF-kappa-B through an increased production of intracellular reactive oxygen and a variety of pro- atherogenic cellular responses including a reductio [...] 
73	SERPINB13	9606.ENSP00000341584	SERPINB13	Serpin B13; May play a role in the proliferation or differentiation of keratinocytes; Belongs to the serpin family. Ov-serpin subfamily
74	LDLRAD4	9606.ENSP00000352420	LDLRAD4	Low-density lipoprotein receptor class A domain-containing protein 4; Functions as a negative regulator of TGF-beta signaling and thereby probably plays a role in cell proliferation, differentiation, apoptosis, motility, extracellular matrix production and immunosuppression. In the canonical TGF-beta pathway, ZFYVE9/SARA recruits the intracellular signal transducer and transcriptional modulators SMAD2 and SMAD3 to the TGF-beta receptor. Phosphorylated by the receptor, SMAD2 and SMAD3 then form a heteromeric complex with SMAD4 that translocates to the nucleus to regulate transcription.  [...] 
75	MYD88	9606.ENSP00000401399	MYD88	Myeloid differentiation primary response protein MyD88; Adapter protein involved in the Toll-like receptor and IL-1 receptor signaling pathway in the innate immune response. Acts via IRAK1, IRAK2, IRF7 and TRAF6, leading to NF-kappa-B activation, cytokine secretion and the inflammatory response. Increases IL-8 transcription. Involved in IL-18-mediated signaling pathway. Activates IRF1 resulting in its rapid migration into the nucleus to mediate an efficient induction of IFN-beta, NOS2/INOS, and IL12A genes. MyD88-mediated signaling in intestinal epithelial cells is crucial for maintena [...] 
76	CYP4F22	9606.ENSP00000269703	CYP4F22	Cytochrome P450 family 4 subfamily F member 22
77	MICALL1	9606.ENSP00000215957	MICALL1	MICAL-like protein 1; Probable lipid-binding protein with higher affinity for phosphatidic acid, a lipid enriched in recycling endosome membranes. On endosome membranes, may act as a downstream effector of Rab proteins recruiting cytosolic proteins to regulate membrane tubulation. May be involved in a late step of receptor-mediated endocytosis regulating for instance endocytosed-EGF receptor trafficking. Alternatively, may regulate slow endocytic recycling of endocytosed proteins back to the plasma membrane. May indirectly play a role in neurite outgrowth; LIM domain containing
78	SPRR1A	9606.ENSP00000357751	SPRR1A	Cornifin-A; Cross-linked envelope protein of keratinocytes. It is a keratinocyte protein that first appears in the cell cytosol, but ultimately becomes cross-linked to membrane proteins by transglutaminase. All that results in the formation of an insoluble envelope beneath the plasma membrane; Small proline rich proteins
79	RBPJ	9606.ENSP00000345206	RBPJ	Recombining binding protein suppressor of hairless; Transcriptional regulator that plays a central role in Notch signaling, a signaling pathway involved in cell-cell communication that regulates a broad spectrum of cell-fate determinations. Acts as a transcriptional repressor when it is not associated with Notch proteins. When associated with some NICD product of Notch proteins (Notch intracellular domain), it acts as a transcriptional activator that activates transcription of Notch target genes. Probably represses or activates transcription via the recruitment of chromatin remodeling  [...] 
80	LRP8	9606.ENSP00000303634	LRP8	Low-density lipoprotein receptor-related protein 8; Cell surface receptor for Reelin (RELN) and apolipoprotein E (apoE)-containing ligands. LRP8 participates in transmitting the extracellular Reelin signal to intracellular signaling processes, by binding to DAB1 on its cytoplasmic tail. Reelin acts via both the VLDL receptor (VLDLR) and LRP8 to regulate DAB1 tyrosine phosphorylation and microtubule function in neurons. LRP8 has higher affinity for Reelin than VLDLR. LRP8 is thus a key component of the Reelin pathway which governs neuronal layering of the forebrain during embryonic brai [...] 
81	KLF6	9606.ENSP00000419923	KLF6	Krueppel-like factor 6; Transcriptional activator (By similarity). Binds a GC box motif. Could play a role in B-cell growth and development; Belongs to the krueppel C2H2-type zinc-finger protein family
82	TNS1	9606.ENSP00000171887	TNS1	Tensin-1; Involved in fibrillar adhesion formation. May be involved in cell migration, cartilage development and in linking signal transduction pathways to the cytoskeleton; C2 tensin-type domain containing
83	ABL1	9606.ENSP00000361423	ABL1	Tyrosine-protein kinase ABL1; Non-receptor tyrosine-protein kinase that plays a role in many key processes linked to cell growth and survival such as cytoskeleton remodeling in response to extracellular stimuli, cell motility and adhesion, receptor endocytosis, autophagy, DNA damage response and apoptosis. Coordinates actin remodeling through tyrosine phosphorylation of proteins controlling cytoskeleton dynamics like WASF3 (involved in branch formation); ANXA1 (involved in membrane anchoring); DBN1, DBNL, CTTN, RAPH1 and ENAH (involved in signaling); or MAPT and PXN (microtubule-bindin [...] 
84	RAPH1	9606.ENSP00000316543	RAPH1	Ras-associated and pleckstrin homology domains-containing protein 1; Mediator of localized membrane signals. Implicated in the regulation of lamellipodial dynamics. Negatively regulates cell adhesion; Pleckstrin homology domain containing
85	SERPINE1	9606.ENSP00000223095	SERPINE1	Plasminogen activator inhibitor 1; Serine protease inhibitor. This inhibitor acts as 'bait' for tissue plasminogen activator, urokinase, protein C and matriptase-3/TMPRSS7. Its rapid interaction with PLAT may function as a major control point in the regulation of fibrinolysis; Serpin peptidase inhibitors
86	AKR1B10	9606.ENSP00000352584	AKR1B10	Aldo-keto reductase family 1 member B10; Acts as all-trans-retinaldehyde reductase. Can efficiently reduce aliphatic and aromatic aldehydes, and is less active on hexoses (in vitro). May be responsible for detoxification of reactive aldehydes in the digested food before the nutrients are passed on to other organs
87	SORD	9606.ENSP00000267814	SORD	L-iditol 2-dehydrogenase; Sorbitol dehydrogenase; Converts sorbitol to fructose. Part of the polyol pathway that plays an important role in sperm physiology. May play a role in the sperm motility by providing an energetic source for sperm; Belongs to the zinc-containing alcohol dehydrogenase family
88	AKAP12	9606.ENSP00000384537	AKAP12	A-kinase anchor protein 12; Anchoring protein that mediates the subcellular compartmentation of protein kinase A (PKA) and protein kinase C (PKC); A-kinase anchoring proteins
89	PRELID1	9606.ENSP00000302114	PRELID1	PRELI domain-containing protein 1, mitochondrial; Involved in the modulation of the mitochondrial apoptotic pathway by ensuring the accumulation of cardiolipin (CL) in mitochondrial membranes. In vitro, the TRIAP1:PRELID1 complex mediates the transfer of phosphatidic acid (PA) between liposomes and probably functions as a PA transporter across the mitochondrion intermembrane space to provide PA for CL synthesis in the inner membrane. Regulates the mitochondrial apoptotic pathway in primary Th cells. Regulates Th cell differentiation by down-regulating STAT6 thereby reducing IL-4-induce [...] 
90	SPAG9	9606.ENSP00000262013	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4; The JNK-interacting protein (JIP) group of scaffold proteins selectively mediates JNK signaling by aggregating specific components of the MAPK cascade to form a functional JNK signaling module. Isoform 5 may play a role in spermatozoa-egg- interaction
