#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ADIRF	MMRN2	9606.ENSP00000361083	9606.ENSP00000361097	0	0	0	0	0.157	0	0	0.383	0.457
AGER	SERPINE1	9606.ENSP00000364210	9606.ENSP00000223095	0	0	0	0	0	0	0	0.460	0.459
AGER	VWF	9606.ENSP00000364210	9606.ENSP00000261405	0	0	0	0	0.062	0	0	0.414	0.426
AGER	SORD	9606.ENSP00000364210	9606.ENSP00000267814	0	0	0	0	0	0	0	0.415	0.414
AGER	SFTPC	9606.ENSP00000364210	9606.ENSP00000316152	0	0	0	0	0.166	0	0	0.380	0.461
AGER	HMGB3	9606.ENSP00000364210	9606.ENSP00000359393	0	0	0	0	0	0.056	0	0.664	0.670
AGER	THBD	9606.ENSP00000364210	9606.ENSP00000366307	0	0	0	0	0	0	0	0.403	0.403
AGER	AIF1	9606.ENSP00000364210	9606.ENSP00000365227	0	0	0	0	0.075	0	0	0.390	0.411
AGER	AGTR1	9606.ENSP00000364210	9606.ENSP00000419422	0	0	0	0	0	0	0	0.476	0.476
AGO2	QKI	9606.ENSP00000220592	9606.ENSP00000355094	0	0	0	0	0.064	0.246	0	0.696	0.767
AGO2	NOTCH4	9606.ENSP00000220592	9606.ENSP00000364163	0	0	0	0	0	0	0.900	0	0.900
AGO2	EIF4E	9606.ENSP00000220592	9606.ENSP00000425561	0	0	0	0	0.062	0.420	0.900	0.869	0.992
AGTR1	SERPINE1	9606.ENSP00000419422	9606.ENSP00000223095	0	0	0	0	0.064	0.056	0.800	0.560	0.911
AGTR1	CAT	9606.ENSP00000419422	9606.ENSP00000241052	0	0	0	0	0.062	0	0	0.391	0.404
AGTR1	GNA12	9606.ENSP00000419422	9606.ENSP00000275364	0	0	0	0	0	0.150	0.800	0.082	0.830
AGTR1	PPARG	9606.ENSP00000419422	9606.ENSP00000287820	0	0	0	0	0.062	0.056	0	0.761	0.769
AGTR1	OLR1	9606.ENSP00000419422	9606.ENSP00000309124	0	0	0	0	0	0	0	0.541	0.541
AGTR1	CAV1	9606.ENSP00000419422	9606.ENSP00000339191	0	0	0	0	0.076	0.324	0	0.958	0.971
AGTR1	TPM3	9606.ENSP00000419422	9606.ENSP00000357516	0	0	0	0	0	0	0	0.523	0.523
AGTR1	ENG	9606.ENSP00000419422	9606.ENSP00000362299	0	0	0	0	0.085	0	0	0.454	0.479
AGTR1	GRK5	9606.ENSP00000419422	9606.ENSP00000376609	0	0	0	0	0	0.523	0	0.284	0.644
AGTR1	SPP1	9606.ENSP00000419422	9606.ENSP00000378517	0	0	0	0	0	0	0	0.403	0.403
AGTR1	ARRB1	9606.ENSP00000419422	9606.ENSP00000409581	0	0	0	0	0	0.722	0.600	0.833	0.979
AIF1	VWF	9606.ENSP00000365227	9606.ENSP00000261405	0	0	0	0	0.071	0.056	0	0.380	0.408
AIF1	SYN1	9606.ENSP00000365227	9606.ENSP00000295987	0	0	0	0	0	0.076	0	0.460	0.479
AIF1	OLIG2	9606.ENSP00000365227	9606.ENSP00000331040	0	0	0	0	0	0	0	0.747	0.747
AIF1	CLDN5	9606.ENSP00000365227	9606.ENSP00000385477	0	0	0	0	0	0	0	0.508	0.508
AIF1	PECAM1	9606.ENSP00000365227	9606.ENSP00000457421	0	0	0	0	0.190	0	0	0.596	0.658
AKAP12	PALM2AKAP2	9606.ENSP00000384537	9606.ENSP00000363654	0	0	0	0	0.123	0	0	0.554	0.592
AKR7A2	MSC	9606.ENSP00000235835	9606.ENSP00000321445	0	0	0	0	0	0	0	0.431	0.431
AOC3	VWF	9606.ENSP00000312326	9606.ENSP00000261405	0	0	0	0	0.136	0	0	0.439	0.495
AOC3	CD34	9606.ENSP00000312326	9606.ENSP00000310036	0	0	0	0	0.077	0	0	0.500	0.518
AOC3	PECAM1	9606.ENSP00000312326	9606.ENSP00000457421	0	0	0	0	0	0	0	0.469	0.469
AOC3	ITGAL	9606.ENSP00000312326	9606.ENSP00000349252	0	0	0	0	0	0	0	0.720	0.720
ARHGAP6	CLDN18	9606.ENSP00000338967	9606.ENSP00000183605	0	0	0	0	0	0	0	0.556	0.556
ARHGAP6	KDELR2	9606.ENSP00000338967	9606.ENSP00000258739	0	0	0	0	0	0	0.900	0	0.900
ARHGAP6	GABBR1	9606.ENSP00000338967	9606.ENSP00000366233	0	0	0	0	0.062	0	0	0.392	0.405
ARHGAP6	LDLRAD4	9606.ENSP00000338967	9606.ENSP00000352420	0	0	0	0	0	0	0	0.488	0.488
ARHGEF7	CAMK1	9606.ENSP00000364893	9606.ENSP00000256460	0	0	0	0	0.052	0	0.900	0.304	0.928
ARHGEF7	CAV1	9606.ENSP00000364893	9606.ENSP00000339191	0	0	0	0	0	0	0	0.450	0.450
ARHGEF7	TEK	9606.ENSP00000364893	9606.ENSP00000369375	0	0	0	0	0	0	0	0.439	0.439
ARRB1	TGFBR3	9606.ENSP00000409581	9606.ENSP00000212355	0	0	0	0	0	0	0	0.433	0.433
ARRB1	VWF	9606.ENSP00000409581	9606.ENSP00000261405	0	0	0	0	0.076	0	0.500	0	0.518
ARRB1	EPAS1	9606.ENSP00000409581	9606.ENSP00000263734	0	0	0	0	0	0	0	0.402	0.402
ARRB1	PPARG	9606.ENSP00000409581	9606.ENSP00000287820	0	0	0	0	0	0	0	0.428	0.428
ARRB1	QKI	9606.ENSP00000409581	9606.ENSP00000355094	0	0	0	0	0.051	0	0.600	0	0.604
ARRB1	SASH1	9606.ENSP00000409581	9606.ENSP00000356437	0	0	0	0	0	0.192	0	0.430	0.520
ARRB1	LMNA	9606.ENSP00000409581	9606.ENSP00000357283	0	0	0	0	0	0.058	0.600	0.051	0.611
ARRB1	EDNRB	9606.ENSP00000409581	9606.ENSP00000366416	0	0	0	0	0.060	0.173	0	0.293	0.402
ARRB1	GRK5	9606.ENSP00000409581	9606.ENSP00000376609	0	0	0	0	0.062	0.323	0.800	0.690	0.955
ARRB1	PAICS	9606.ENSP00000409581	9606.ENSP00000382595	0	0	0	0	0	0	0	0.642	0.642
ARRB1	CXCR6	9606.ENSP00000409581	9606.ENSP00000395704	0	0	0	0	0	0	0.600	0.073	0.613
BAX	CAT	9606.ENSP00000293288	9606.ENSP00000241052	0	0	0	0	0	0	0	0.518	0.518
BAX	CD34	9606.ENSP00000293288	9606.ENSP00000310036	0	0	0	0	0	0	0.720	0.155	0.753
BBS9	KIAA1462	9606.ENSP00000242067	9606.ENSP00000364526	0	0	0	0	0	0	0	0.499	0.499
BBS9	IFT27	9606.ENSP00000242067	9606.ENSP00000393541	0	0	0	0	0	0	0	0.688	0.688
CA4	CLDN5	9606.ENSP00000300900	9606.ENSP00000385477	0	0	0	0	0.198	0	0	0.413	0.510
CAMK1	ITIH5	9606.ENSP00000256460	9606.ENSP00000380333	0	0	0	0	0	0	0	0.570	0.570
CAMK1	SYN1	9606.ENSP00000256460	9606.ENSP00000295987	0	0	0	0	0.079	0.304	0	0.542	0.681
CAMSAP2	DENND3	9606.ENSP00000236925	9606.ENSP00000262585	0	0	0	0	0.062	0	0	0.441	0.453
CAMSAP2	MACF1	9606.ENSP00000236925	9606.ENSP00000354573	0	0	0	0	0.072	0.369	0	0.477	0.667
CARS2	CTH	9606.ENSP00000257347	9606.ENSP00000359976	0.084	0	0	0	0	0	0	0.395	0.422
CARS2	RGCC	9606.ENSP00000257347	9606.ENSP00000368664	0	0	0	0	0	0.469	0	0	0.469
CARS2	FARS2	9606.ENSP00000257347	9606.ENSP00000316335	0	0	0	0	0.144	0	0	0.626	0.666
CAT	SERPINE1	9606.ENSP00000241052	9606.ENSP00000223095	0	0	0	0	0	0	0	0.436	0.436
CAT	FABP4	9606.ENSP00000241052	9606.ENSP00000256104	0	0	0	0	0.055	0.243	0	0.265	0.428
CAT	ECHS1	9606.ENSP00000241052	9606.ENSP00000357535	0	0	0	0	0.083	0.303	0	0.247	0.477
CAT	NME1-NME2	9606.ENSP00000241052	9606.ENSP00000376886	0	0	0	0	0	0.368	0	0.250	0.505
CAT	PECAM1	9606.ENSP00000241052	9606.ENSP00000457421	0	0	0	0	0	0	0	0.514	0.514
CAT	NME1	9606.ENSP00000241052	9606.ENSP00000337060	0	0	0	0	0	0.368	0	0.293	0.534
CAT	CTH	9606.ENSP00000241052	9606.ENSP00000359976	0	0	0	0	0.097	0	0	0.525	0.552
CAT	PPARG	9606.ENSP00000241052	9606.ENSP00000287820	0	0	0	0	0	0	0	0.655	0.655
CAT	DUOX1	9606.ENSP00000241052	9606.ENSP00000317997	0	0	0	0	0	0	0	0.749	0.749
CAT	SORD	9606.ENSP00000241052	9606.ENSP00000267814	0.259	0	0	0	0.195	0.658	0	0.387	0.858
CAT	GPX3	9606.ENSP00000241052	9606.ENSP00000373477	0	0	0	0	0.142	0.349	0	0.865	0.918
CAT	GSTK1	9606.ENSP00000241052	9606.ENSP00000431049	0	0	0	0	0.083	0.129	0.900	0.358	0.941
CAV1	CAV2	9606.ENSP00000339191	9606.ENSP00000222693	0	0	0	0.858	0.820	0.897	0.900	0.994	0.998
CAV1	SERPINE1	9606.ENSP00000339191	9606.ENSP00000223095	0	0	0	0	0.312	0	0	0.451	0.606
CAV1	TFPI	9606.ENSP00000339191	9606.ENSP00000233156	0	0	0	0	0.104	0	0	0.450	0.486
CAV1	TBX2	9606.ENSP00000339191	9606.ENSP00000240328	0	0	0	0	0.139	0.060	0	0.692	0.729
CAV1	VWF	9606.ENSP00000339191	9606.ENSP00000261405	0	0	0	0	0.052	0	0	0.423	0.429
CAV1	DLC1	9606.ENSP00000339191	9606.ENSP00000276297	0	0	0	0	0.098	0.486	0	0.926	0.963
CAV1	CD109	9606.ENSP00000339191	9606.ENSP00000287097	0	0	0	0	0.143	0	0	0.705	0.737
CAV1	PPARG	9606.ENSP00000339191	9606.ENSP00000287820	0	0	0	0	0.071	0.499	0	0.552	0.774
CAV1	S1PR1	9606.ENSP00000339191	9606.ENSP00000305416	0	0	0	0	0.062	0.270	0	0.269	0.456
CAV1	SDPR	9606.ENSP00000339191	9606.ENSP00000305675	0	0	0	0	0.116	0.509	0	0.701	0.859
CAV1	KCNK3	9606.ENSP00000339191	9606.ENSP00000306275	0	0	0	0	0	0	0	0.529	0.529
CAV1	DUOX1	9606.ENSP00000339191	9606.ENSP00000317997	0	0	0	0	0	0	0	0.445	0.445
CAV1	LEPR	9606.ENSP00000339191	9606.ENSP00000330393	0	0	0	0	0	0	0	0.456	0.456
CAV1	STARD13	9606.ENSP00000339191	9606.ENSP00000338785	0	0	0	0	0.138	0	0	0.400	0.461
CAV1	PLAU	9606.ENSP00000339191	9606.ENSP00000361850	0	0	0	0	0.180	0	0	0.340	0.435
CAV1	CD36	9606.ENSP00000339191	9606.ENSP00000399421	0	0	0	0	0.052	0	0	0.437	0.443
CAV1	EMP2	9606.ENSP00000339191	9606.ENSP00000352540	0	0	0	0	0.134	0	0	0.383	0.443
CAV1	LMNA	9606.ENSP00000339191	9606.ENSP00000357283	0	0	0	0	0.142	0	0	0.420	0.481
CAV1	EDNRB	9606.ENSP00000339191	9606.ENSP00000366416	0	0	0	0	0	0.289	0	0.370	0.533
CAV1	PECAM1	9606.ENSP00000339191	9606.ENSP00000457421	0	0	0	0	0.063	0	0	0.524	0.535
CAV1	CLDN5	9606.ENSP00000339191	9606.ENSP00000385477	0	0	0	0	0.062	0	0	0.544	0.554
CAV1	TEK	9606.ENSP00000339191	9606.ENSP00000369375	0	0	0	0	0.076	0.341	0	0.341	0.564
CAV1	CDH5	9606.ENSP00000339191	9606.ENSP00000344115	0	0	0	0	0.062	0.178	0	0.658	0.713
CAV1	FGFR1	9606.ENSP00000339191	9606.ENSP00000393312	0	0	0	0	0.065	0.228	0	0.695	0.761
CAV1	IFITM1	9606.ENSP00000339191	9606.ENSP00000386187	0	0	0	0	0	0	0	0.848	0.848
CAV1	ENG	9606.ENSP00000339191	9606.ENSP00000362299	0	0	0	0	0.088	0	0.900	0.354	0.936
CAV2	PRKCB	9606.ENSP00000222693	9606.ENSP00000305355	0	0	0	0	0.062	0	0	0.462	0.474
CAV2	SDPR	9606.ENSP00000222693	9606.ENSP00000305675	0	0	0	0	0.089	0.094	0	0.584	0.627
CD109	CD34	9606.ENSP00000287097	9606.ENSP00000310036	0	0	0	0	0.062	0	0	0.436	0.448
CD34	CD93	9606.ENSP00000310036	9606.ENSP00000246006	0	0	0	0	0.191	0	0	0.384	0.480
CD34	FABP4	9606.ENSP00000310036	9606.ENSP00000256104	0	0	0	0	0.086	0	0	0.470	0.495
CD34	LYVE1	9606.ENSP00000310036	9606.ENSP00000256178	0	0	0	0	0.140	0	0	0.611	0.651
CD34	LMO2	9606.ENSP00000310036	9606.ENSP00000257818	0	0	0	0	0.070	0	0	0.640	0.651
CD34	ITGAV	9606.ENSP00000310036	9606.ENSP00000261023	0	0	0	0	0	0	0	0.512	0.512
CD34	VWF	9606.ENSP00000310036	9606.ENSP00000261405	0	0	0	0	0.295	0	0	0.800	0.853
CD34	PPARG	9606.ENSP00000310036	9606.ENSP00000287820	0	0	0	0	0	0	0	0.524	0.524
CD34	ITGA5	9606.ENSP00000310036	9606.ENSP00000293379	0	0	0	0	0.062	0	0	0.623	0.631
CD34	TAL1	9606.ENSP00000310036	9606.ENSP00000294339	0	0	0	0	0.091	0	0	0.581	0.603
CD34	EMCN	9606.ENSP00000310036	9606.ENSP00000296420	0	0	0	0	0.182	0	0	0.424	0.509
CD34	FIGF	9606.ENSP00000310036	9606.ENSP00000297904	0	0	0	0	0.062	0	0	0.391	0.404
CD34	LPL	9606.ENSP00000310036	9606.ENSP00000309757	0	0	0	0	0.062	0	0	0.391	0.404
CD34	TIE1	9606.ENSP00000310036	9606.ENSP00000361554	0	0	0	0	0.175	0	0	0.418	0.499
CD34	THBD	9606.ENSP00000310036	9606.ENSP00000366307	0	0	0	0	0.064	0	0	0.517	0.528
CD34	CD58	9606.ENSP00000310036	9606.ENSP00000358501	0	0	0	0	0.062	0	0	0.536	0.546
CD34	ITM2A	9606.ENSP00000310036	9606.ENSP00000362395	0	0	0	0	0.087	0	0	0.540	0.562
CD34	SPP1	9606.ENSP00000310036	9606.ENSP00000378517	0	0	0	0	0	0	0	0.591	0.591
CD34	ITGAL	9606.ENSP00000310036	9606.ENSP00000349252	0	0	0	0	0	0	0	0.637	0.637
CD34	GATA2	9606.ENSP00000310036	9606.ENSP00000345681	0	0	0	0	0.062	0	0	0.668	0.676
CD34	TEK	9606.ENSP00000310036	9606.ENSP00000369375	0	0	0	0	0.108	0	0	0.701	0.722
CD34	CDH5	9606.ENSP00000310036	9606.ENSP00000344115	0	0	0	0	0.187	0	0	0.777	0.811
CD34	ENG	9606.ENSP00000310036	9606.ENSP00000362299	0	0	0	0	0.081	0	0	0.916	0.920
CD34	PECAM1	9606.ENSP00000310036	9606.ENSP00000457421	0	0	0	0	0.156	0	0	0.943	0.950
CD36	FABP4	9606.ENSP00000399421	9606.ENSP00000256104	0	0	0	0	0.266	0	0	0.561	0.664
CD36	ITGAV	9606.ENSP00000399421	9606.ENSP00000261023	0	0	0	0	0.062	0	0.500	0.397	0.692
CD36	VWF	9606.ENSP00000399421	9606.ENSP00000261405	0	0	0	0	0.138	0	0	0.639	0.676
CD36	PLIN2	9606.ENSP00000399421	9606.ENSP00000276914	0	0	0	0	0.063	0	0	0.475	0.487
CD36	PPARG	9606.ENSP00000399421	9606.ENSP00000287820	0	0	0	0	0.064	0	0.900	0.619	0.961
CD36	LPL	9606.ENSP00000399421	9606.ENSP00000309757	0	0	0	0	0.102	0	0	0.666	0.687
CD36	MED14	9606.ENSP00000399421	9606.ENSP00000323720	0	0	0	0	0	0	0.900	0	0.900
CD36	CDK19	9606.ENSP00000399421	9606.ENSP00000357907	0	0	0	0	0	0	0.900	0	0.900
CD36	PECAM1	9606.ENSP00000399421	9606.ENSP00000457421	0	0	0	0	0.139	0	0.300	0.204	0.478
CD58	ITGAL	9606.ENSP00000358501	9606.ENSP00000349252	0	0	0	0	0.049	0	0	0.731	0.733
CD93	FCN1	9606.ENSP00000246006	9606.ENSP00000360871	0	0	0	0	0.168	0	0	0.342	0.429
CD93	VWF	9606.ENSP00000246006	9606.ENSP00000261405	0	0	0	0	0.334	0	0	0.183	0.433
CD93	CLEC3B	9606.ENSP00000246006	9606.ENSP00000296130	0	0	0	0	0.107	0	0	0.490	0.525
CD93	FCN3	9606.ENSP00000246006	9606.ENSP00000270879	0	0	0	0	0.065	0	0	0.561	0.572
CD93	PECAM1	9606.ENSP00000246006	9606.ENSP00000457421	0	0	0	0	0.402	0	0	0.396	0.623
CD93	MMRN2	9606.ENSP00000246006	9606.ENSP00000361097	0	0	0	0	0.202	0	0	0.568	0.641
CDH5	RASIP1	9606.ENSP00000344115	9606.ENSP00000222145	0	0	0	0	0.118	0.081	0	0.368	0.443
CDH5	KLF2	9606.ENSP00000344115	9606.ENSP00000248071	0	0	0	0	0.062	0.056	0	0.468	0.488
CDH5	LYVE1	9606.ENSP00000344115	9606.ENSP00000256178	0	0	0	0	0.234	0	0	0.611	0.690
CDH5	LMO2	9606.ENSP00000344115	9606.ENSP00000257818	0	0	0	0	0.089	0.056	0	0.543	0.573
CDH5	ITGAV	9606.ENSP00000344115	9606.ENSP00000261023	0	0	0	0	0	0.056	0	0.459	0.467
CDH5	VWF	9606.ENSP00000344115	9606.ENSP00000261405	0	0	0	0	0.385	0	0	0.826	0.888
CDH5	GNA12	9606.ENSP00000344115	9606.ENSP00000275364	0	0	0	0	0.062	0.056	0	0.577	0.593
CDH5	ITGA5	9606.ENSP00000344115	9606.ENSP00000293379	0	0	0	0	0.053	0.056	0	0.391	0.408
CDH5	TAL1	9606.ENSP00000344115	9606.ENSP00000294339	0	0	0	0	0.085	0	0	0.547	0.568
CDH5	EMCN	9606.ENSP00000344115	9606.ENSP00000296420	0	0	0	0	0.236	0	0	0.569	0.657
CDH5	FIGF	9606.ENSP00000344115	9606.ENSP00000297904	0	0	0	0	0	0	0	0.405	0.405
CDH5	S1PR1	9606.ENSP00000344115	9606.ENSP00000305416	0	0	0	0	0.096	0	0	0.448	0.480
CDH5	PTPRB	9606.ENSP00000344115	9606.ENSP00000334928	0	0	0	0	0.172	0.495	0	0.993	0.997
CDH5	SPP1	9606.ENSP00000344115	9606.ENSP00000378517	0	0	0	0	0.065	0	0	0.391	0.406
CDH5	JAM2	9606.ENSP00000344115	9606.ENSP00000383376	0	0	0	0	0.065	0	0	0.406	0.420
CDH5	THBD	9606.ENSP00000344115	9606.ENSP00000366307	0	0	0	0	0.090	0	0	0.469	0.496
CDH5	GATA2	9606.ENSP00000344115	9606.ENSP00000345681	0	0	0	0	0.062	0	0	0.530	0.541
CDH5	NOTCH4	9606.ENSP00000344115	9606.ENSP00000364163	0	0	0	0	0.157	0.073	0	0.478	0.557
CDH5	ERG	9606.ENSP00000344115	9606.ENSP00000414150	0	0	0	0	0.562	0	0	0.316	0.688
CDH5	TIE1	9606.ENSP00000344115	9606.ENSP00000361554	0	0	0	0	0.187	0	0	0.683	0.731
CDH5	ENG	9606.ENSP00000344115	9606.ENSP00000362299	0	0	0	0	0.107	0	0	0.794	0.809
CDH5	TEK	9606.ENSP00000344115	9606.ENSP00000369375	0	0	0	0	0.210	0	0	0.836	0.865
CDH5	CLDN5	9606.ENSP00000344115	9606.ENSP00000385477	0	0	0	0	0.365	0	0	0.903	0.936
CDH5	PECAM1	9606.ENSP00000344115	9606.ENSP00000457421	0	0	0	0	0.144	0	0.800	0.990	0.998
CDK19	FABP4	9606.ENSP00000357907	9606.ENSP00000256104	0	0	0	0	0	0	0.900	0	0.900
CDK19	PPARG	9606.ENSP00000357907	9606.ENSP00000287820	0	0	0	0	0	0.138	0.600	0.048	0.643
CDK19	LPL	9606.ENSP00000357907	9606.ENSP00000309757	0	0	0	0	0	0	0.900	0	0.900
CDK19	MED14	9606.ENSP00000357907	9606.ENSP00000323720	0	0	0	0	0.062	0.918	0.800	0.707	0.994
CFD	SERPINE1	9606.ENSP00000332139	9606.ENSP00000223095	0	0	0	0	0	0.120	0	0.563	0.598
CFD	FABP4	9606.ENSP00000332139	9606.ENSP00000256104	0	0	0	0	0.176	0	0	0.635	0.686
CFD	PPARG	9606.ENSP00000332139	9606.ENSP00000287820	0	0	0	0	0.063	0	0	0.663	0.671
CFD	LPL	9606.ENSP00000332139	9606.ENSP00000309757	0	0	0	0	0.108	0	0	0.667	0.691
CFD	SPP1	9606.ENSP00000332139	9606.ENSP00000378517	0	0	0	0	0	0.056	0	0.400	0.409
CHRDL1	SOSTDC1	9606.ENSP00000361112	9606.ENSP00000304930	0	0	0	0	0.065	0	0	0.683	0.691
CHRDL1	MFAP4	9606.ENSP00000361112	9606.ENSP00000378957	0	0	0	0	0.083	0	0	0.498	0.520
CLDN18	CLDN5	9606.ENSP00000183605	9606.ENSP00000385477	0	0	0	0.755	0.062	0	0.300	0.587	0.410
CLDN18	SFTPC	9606.ENSP00000183605	9606.ENSP00000316152	0	0	0	0	0.216	0	0	0.296	0.425
CLDN5	LYVE1	9606.ENSP00000385477	9606.ENSP00000256178	0	0	0	0	0.231	0	0	0.344	0.474
CLDN5	VWF	9606.ENSP00000385477	9606.ENSP00000261405	0	0	0	0	0.686	0	0	0.545	0.851
CLDN5	PTPRB	9606.ENSP00000385477	9606.ENSP00000334928	0	0	0	0	0.175	0	0	0.311	0.407
CLDN5	TEK	9606.ENSP00000385477	9606.ENSP00000369375	0	0	0	0	0.229	0	0	0.523	0.616
CLDN5	JAM2	9606.ENSP00000385477	9606.ENSP00000383376	0	0	0	0	0.095	0	0	0.445	0.476
CLDN5	TMEM204	9606.ENSP00000385477	9606.ENSP00000454945	0	0	0	0	0.556	0	0	0.167	0.615
CLDN5	PECAM1	9606.ENSP00000385477	9606.ENSP00000457421	0	0	0	0	0.119	0	0	0.722	0.745
CLEC3B	EXOSC7	9606.ENSP00000296130	9606.ENSP00000265564	0	0.370	0	0	0	0	0	0.198	0.473
CLEC3B	PLAU	9606.ENSP00000296130	9606.ENSP00000361850	0	0	0	0	0	0	0	0.451	0.451
CLEC3B	TNXB	9606.ENSP00000296130	9606.ENSP00000407685	0	0	0	0	0.213	0.158	0	0.256	0.463
CLIC5	ITIH5	9606.ENSP00000185206	9606.ENSP00000380333	0	0	0	0	0.085	0	0	0.404	0.431
COL7A1	TRAPPC6A	9606.ENSP00000332371	9606.ENSP00000006275	0	0	0	0	0	0	0.600	0	0.600
COL7A1	PLOD1	9606.ENSP00000332371	9606.ENSP00000196061	0	0	0	0	0.115	0.144	0.600	0.175	0.717
COL7A1	ITGAV	9606.ENSP00000332371	9606.ENSP00000261023	0	0	0	0	0.099	0	0.900	0.266	0.928
COX7A1	FABP4	9606.ENSP00000292907	9606.ENSP00000256104	0	0	0	0	0.111	0	0	0.464	0.503
COX7A1	VWF	9606.ENSP00000292907	9606.ENSP00000261405	0	0	0	0	0.329	0	0	0.535	0.674
COX7A1	PPARG	9606.ENSP00000292907	9606.ENSP00000287820	0	0	0	0	0	0	0	0.447	0.447
COX7A1	TMEM204	9606.ENSP00000292907	9606.ENSP00000454945	0	0	0	0	0.557	0	0	0	0.557
CRYAB	LMNA	9606.ENSP00000433560	9606.ENSP00000357283	0	0	0	0	0.062	0.062	0	0.410	0.435
CRYAB	FAM107A	9606.ENSP00000433560	9606.ENSP00000419124	0	0	0	0	0.262	0	0	0.379	0.522
CTH	SORD	9606.ENSP00000359976	9606.ENSP00000267814	0.227	0	0	0	0.062	0	0	0.322	0.466
CTH	TSTD1	9606.ENSP00000359976	9606.ENSP00000388293	0.291	0	0	0	0	0	0	0.367	0.532
