#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
C1S	VAMP5	9606.ENSP00000385035	9606.ENSP00000305647	0	0	0	0	0	0	0	0.550	0.550
C1S	FCN1	9606.ENSP00000385035	9606.ENSP00000360871	0	0	0	0	0.062	0.056	0.500	0.748	0.874
C1S	CFB	9606.ENSP00000385035	9606.ENSP00000416561	0	0	0	0.554	0.157	0	0	0.676	0.406
CAMK1	SYN1	9606.ENSP00000256460	9606.ENSP00000295987	0	0	0	0	0.079	0.304	0	0.542	0.681
CARS2	CTH	9606.ENSP00000257347	9606.ENSP00000359976	0.084	0	0	0	0	0	0	0.395	0.422
CARS2	FARS2	9606.ENSP00000257347	9606.ENSP00000316335	0	0	0	0	0.144	0	0	0.626	0.666
CCL15	CXCR6	9606.ENSP00000484078	9606.ENSP00000395704	0	0	0	0	0.062	0	0.600	0.223	0.683
CCL5	SERPINE1	9606.ENSP00000474412	9606.ENSP00000223095	0	0	0	0	0	0	0	0.604	0.604
CCL5	CD38	9606.ENSP00000474412	9606.ENSP00000226279	0	0	0	0	0.088	0	0	0.391	0.420
CCL5	TNFSF10	9606.ENSP00000474412	9606.ENSP00000241261	0	0	0	0	0.143	0	0	0.469	0.525
CCL5	PPARG	9606.ENSP00000474412	9606.ENSP00000287820	0	0	0	0	0.062	0	0	0.471	0.482
CCL5	ITGAL	9606.ENSP00000474412	9606.ENSP00000349252	0	0	0	0	0.236	0	0	0.452	0.563
CCL5	GBP1	9606.ENSP00000474412	9606.ENSP00000359504	0	0	0	0	0.176	0	0	0.317	0.414
CCL5	CXCR6	9606.ENSP00000474412	9606.ENSP00000395704	0	0	0	0	0.184	0	0.600	0.594	0.856
CCL5	IL32	9606.ENSP00000474412	9606.ENSP00000432218	0	0	0	0	0.140	0	0	0.452	0.508
CD38	IL21R	9606.ENSP00000226279	9606.ENSP00000338010	0	0	0	0	0.076	0	0	0.408	0.430
CD38	ENG	9606.ENSP00000226279	9606.ENSP00000362299	0	0	0	0	0	0	0	0.465	0.465
CD38	CD58	9606.ENSP00000226279	9606.ENSP00000358501	0	0	0	0	0	0	0	0.519	0.519
CD38	PRDM1	9606.ENSP00000226279	9606.ENSP00000358092	0	0	0	0	0.062	0	0	0.574	0.583
CD38	ITGAL	9606.ENSP00000226279	9606.ENSP00000349252	0	0	0	0	0.157	0	0	0.556	0.609
CD38	PRKCB	9606.ENSP00000226279	9606.ENSP00000305355	0	0	0	0	0.100	0	0.800	0.172	0.837
CD58	ITGAL	9606.ENSP00000358501	9606.ENSP00000349252	0	0	0	0	0.049	0	0	0.731	0.733
CDK19	PPARG	9606.ENSP00000357907	9606.ENSP00000287820	0	0	0	0	0	0.138	0.600	0.048	0.643
CDK19	MED14	9606.ENSP00000357907	9606.ENSP00000323720	0	0	0	0	0.062	0.918	0.800	0.707	0.994
COL7A1	TRAPPC6A	9606.ENSP00000332371	9606.ENSP00000006275	0	0	0	0	0	0	0.600	0	0.600
COL7A1	PLOD1	9606.ENSP00000332371	9606.ENSP00000196061	0	0	0	0	0.115	0.144	0.600	0.175	0.717
COL7A1	ITGAV	9606.ENSP00000332371	9606.ENSP00000261023	0	0	0	0	0.099	0	0.900	0.266	0.928
CTH	SORD	9606.ENSP00000359976	9606.ENSP00000267814	0.227	0	0	0	0.062	0	0	0.322	0.466
CTH	TSTD1	9606.ENSP00000359976	9606.ENSP00000388293	0.291	0	0	0	0	0	0	0.367	0.532
CXCR6	JAK3	9606.ENSP00000395704	9606.ENSP00000391676	0	0	0	0	0.062	0	0.600	0.143	0.650
DDI2	NFE2L3	9606.ENSP00000417748	9606.ENSP00000056233	0	0	0	0	0	0	0	0.559	0.559
DNAJB5	GSPT1	9606.ENSP00000404079	9606.ENSP00000398131	0	0	0	0	0.062	0.242	0	0.295	0.454
ECHS1	LRRK2	9606.ENSP00000357535	9606.ENSP00000298910	0	0	0	0	0.056	0.536	0	0.059	0.551
EIF4E	LRRK2	9606.ENSP00000425561	9606.ENSP00000298910	0	0	0	0	0.062	0.400	0	0.284	0.563
EIF4E	GSPT1	9606.ENSP00000425561	9606.ENSP00000398131	0	0	0	0	0.146	0.140	0	0.473	0.579
ENG	SERPINE1	9606.ENSP00000362299	9606.ENSP00000223095	0	0	0	0	0.124	0	0	0.476	0.521
ENG	GDF15	9606.ENSP00000362299	9606.ENSP00000252809	0	0	0	0	0.065	0.270	0	0.231	0.429
ENG	ITGAV	9606.ENSP00000362299	9606.ENSP00000261023	0	0	0	0	0.083	0.101	0	0.600	0.641
ENG	PPARG	9606.ENSP00000362299	9606.ENSP00000287820	0	0	0	0	0.060	0	0	0.513	0.522
ENG	ITGA5	9606.ENSP00000362299	9606.ENSP00000293379	0	0	0	0	0.174	0.345	0	0.573	0.749
ENG	ITGAL	9606.ENSP00000362299	9606.ENSP00000349252	0	0	0	0	0.053	0.061	0	0.383	0.403
EPSTI1	GBP1	9606.ENSP00000318982	9606.ENSP00000359504	0	0	0	0	0.381	0	0	0.282	0.536
FABP3	GDF15	9606.ENSP00000362817	9606.ENSP00000252809	0	0	0	0	0	0	0	0.421	0.420
FABP3	PLIN2	9606.ENSP00000362817	9606.ENSP00000276914	0	0	0	0	0	0	0	0.593	0.593
FABP3	PPARG	9606.ENSP00000362817	9606.ENSP00000287820	0	0	0	0	0	0.064	0	0.584	0.594
FABP3	RBPJ	9606.ENSP00000362817	9606.ENSP00000345206	0	0	0	0	0	0	0	0.420	0.420
FARS2	SPAG9	9606.ENSP00000316335	9606.ENSP00000262013	0	0	0	0	0	0	0	0.517	0.517
FGFR1	PIK3R2	9606.ENSP00000393312	9606.ENSP00000222254	0	0	0	0	0	0.309	0.800	0.240	0.885
GBP1	PSME2	9606.ENSP00000359504	9606.ENSP00000216802	0	0	0	0	0.267	0.061	0	0.324	0.494
GBP1	TNFSF10	9606.ENSP00000359504	9606.ENSP00000241261	0	0	0	0	0.334	0	0	0.296	0.512
GBP1	GBP2	9606.ENSP00000359504	9606.ENSP00000359497	0	0	0	0.979	0.784	0.479	0	0.905	0.884
GBP1	IFITM1	9606.ENSP00000359504	9606.ENSP00000386187	0	0	0	0	0.160	0	0	0.566	0.620
GBP2	TNFSF10	9606.ENSP00000359497	9606.ENSP00000241261	0	0	0	0	0.344	0	0	0.218	0.466
GBP2	IFITM1	9606.ENSP00000359497	9606.ENSP00000386187	0	0	0	0	0.138	0	0.900	0.392	0.943
GDF15	SERPINE1	9606.ENSP00000252809	9606.ENSP00000223095	0	0	0	0	0.139	0	0	0.392	0.454
GEM	LRRK2	9606.ENSP00000297596	9606.ENSP00000298910	0.045	0	0	0	0.062	0.344	0	0.137	0.425
GEM	SYNJ2	9606.ENSP00000297596	9606.ENSP00000347792	0	0	0	0	0.062	0.088	0	0.447	0.485
GNA12	LRRK2	9606.ENSP00000275364	9606.ENSP00000298910	0	0	0	0	0.063	0.638	0	0.264	0.729
GNA12	LPAR3	9606.ENSP00000275364	9606.ENSP00000395389	0	0	0	0	0	0.151	0.900	0.343	0.939
GPD1	PPAP2B	9606.ENSP00000301149	9606.ENSP00000360296	0	0	0	0	0	0	0.600	0.101	0.625
IL15RA	IL21R	9606.ENSP00000380421	9606.ENSP00000338010	0	0	0	0	0	0	0	0.446	0.446
IL15RA	JAK3	9606.ENSP00000380421	9606.ENSP00000391676	0	0	0	0	0	0	0.600	0.347	0.727
IL21R	PRDM1	9606.ENSP00000338010	9606.ENSP00000358092	0	0	0	0	0.062	0	0	0.514	0.524
IL21R	JAK3	9606.ENSP00000338010	9606.ENSP00000391676	0	0	0	0	0.107	0	0.800	0.468	0.896
INPP4B	PIK3R2	9606.ENSP00000425487	9606.ENSP00000222254	0	0	0	0	0	0	0.900	0.374	0.934
INPP4B	SYNJ2	9606.ENSP00000425487	9606.ENSP00000347792	0	0	0	0	0.062	0	0.900	0.255	0.924
ITGA5	SERPINE1	9606.ENSP00000293379	9606.ENSP00000223095	0	0	0	0	0.226	0	0	0.371	0.492
ITGA5	ITGAV	9606.ENSP00000293379	9606.ENSP00000261023	0	0	0	0.932	0.099	0	0.900	0.759	0.910
ITGA5	ITGAL	9606.ENSP00000293379	9606.ENSP00000349252	0	0	0	0.573	0.062	0	0.900	0.565	0.925
ITGA5	PLAU	9606.ENSP00000293379	9606.ENSP00000361850	0	0	0	0	0.180	0	0.900	0.415	0.947
ITGAL	ITGAV	9606.ENSP00000349252	9606.ENSP00000261023	0	0	0	0.560	0.053	0	0.900	0.469	0.920
ITGAV	SERPINE1	9606.ENSP00000261023	9606.ENSP00000223095	0	0	0	0	0.076	0	0.900	0.364	0.936
ITGAV	LIMS1	9606.ENSP00000261023	9606.ENSP00000446121	0	0	0	0	0.063	0	0	0.388	0.402
ITGAV	SPHK1	9606.ENSP00000261023	9606.ENSP00000313681	0	0	0	0	0	0	0.900	0.071	0.903
ITGAV	PLAU	9606.ENSP00000261023	9606.ENSP00000361850	0	0	0	0	0.070	0	0.900	0.306	0.929
JAK3	PIK3R2	9606.ENSP00000391676	9606.ENSP00000222254	0	0	0	0	0	0.102	0.600	0.107	0.651
JAK3	PRKCB	9606.ENSP00000391676	9606.ENSP00000305355	0	0	0	0.558	0.077	0.061	0.900	0.134	0.909
LGMN	PSME2	9606.ENSP00000376911	9606.ENSP00000216802	0	0	0	0	0.062	0	0	0.477	0.489
LIMS1	TNS1	9606.ENSP00000446121	9606.ENSP00000171887	0	0	0	0	0.063	0.057	0.900	0.430	0.942
LMNA	PPARG	9606.ENSP00000357283	9606.ENSP00000287820	0	0	0	0	0.062	0.067	0	0.535	0.557
LMNA	PRKCB	9606.ENSP00000357283	9606.ENSP00000305355	0	0	0	0	0.062	0.057	0.900	0.070	0.906
LMNA	TPM3	9606.ENSP00000357283	9606.ENSP00000357516	0	0	0	0	0.066	0	0	0.448	0.462
LPAR3	PPAP2B	9606.ENSP00000395389	9606.ENSP00000360296	0	0	0	0	0	0	0	0.466	0.466
LRRK2	RALA	9606.ENSP00000298910	9606.ENSP00000005257	0.045	0	0	0	0.062	0.344	0	0.137	0.425
LRRK2	PRKAR2B	9606.ENSP00000298910	9606.ENSP00000265717	0.076	0	0	0	0.066	0.499	0	0.729	0.867
LRRK2	SYN1	9606.ENSP00000298910	9606.ENSP00000295987	0	0	0	0	0	0.176	0	0.729	0.768
LRRK2	TPM3	9606.ENSP00000298910	9606.ENSP00000357516	0	0	0	0	0.051	0.506	0	0	0.512
LRRK2	PRKAR1A	9606.ENSP00000298910	9606.ENSP00000376475	0.076	0	0	0	0.066	0.499	0	0.253	0.634
MAP3K8	PLAU	9606.ENSP00000263056	9606.ENSP00000361850	0	0	0	0	0.062	0	0	0.396	0.409
MED14	PPARG	9606.ENSP00000323720	9606.ENSP00000287820	0	0	0	0	0	0.345	0.600	0.858	0.959
MED14	VDR	9606.ENSP00000323720	9606.ENSP00000447173	0	0	0	0	0	0.695	0	0.222	0.753
NTNG2	SEMA7A	9606.ENSP00000376921	9606.ENSP00000261918	0	0	0	0	0.074	0.068	0	0.361	0.401
NTNG2	SYN1	9606.ENSP00000376921	9606.ENSP00000295987	0	0	0	0	0.108	0	0	0.486	0.522
OLIG2	SYN1	9606.ENSP00000331040	9606.ENSP00000295987	0	0	0	0	0.232	0	0	0.362	0.489
OLR1	PPARG	9606.ENSP00000309124	9606.ENSP00000287820	0	0	0	0	0	0.076	0	0.470	0.489
PDE2A	PRKAR2B	9606.ENSP00000334910	9606.ENSP00000265717	0	0	0	0	0.146	0.116	0	0.372	0.484
PDE2A	PRKAR1A	9606.ENSP00000334910	9606.ENSP00000376475	0	0	0	0	0.146	0.101	0	0.338	0.448
PDE2A	RFX7	9606.ENSP00000334910	9606.ENSP00000453281	0	0	0	0	0	0	0	0.475	0.475
PIK3R2	TNS1	9606.ENSP00000222254	9606.ENSP00000171887	0	0	0	0	0.062	0.070	0	0.395	0.426
PIK3R2	SYNJ2	9606.ENSP00000222254	9606.ENSP00000347792	0	0	0	0	0.049	0	0.650	0.127	0.684
PLAU	SERPINE1	9606.ENSP00000361850	9606.ENSP00000223095	0	0	0	0	0.214	0.976	0.900	0.989	0.999
PLIN2	PPARG	9606.ENSP00000276914	9606.ENSP00000287820	0	0	0	0	0.062	0	0	0.689	0.696
PLXNC1	R3HDM2	9606.ENSP00000258526	9606.ENSP00000317903	0	0	0	0	0	0	0	0.498	0.498
PLXNC1	SEMA6B	9606.ENSP00000258526	9606.ENSP00000467290	0	0	0	0	0.062	0.213	0	0.861	0.889
PLXNC1	SEMA4D	9606.ENSP00000258526	9606.ENSP00000416523	0	0	0	0	0.062	0.213	0	0.928	0.943
PLXNC1	SEMA7A	9606.ENSP00000258526	9606.ENSP00000261918	0	0	0	0	0	0.944	0.800	0.989	0.999
PMEPA1	SKIL	9606.ENSP00000345826	9606.ENSP00000415243	0	0	0	0	0.062	0	0	0.455	0.466
PPAP2B	SPHK1	9606.ENSP00000360296	9606.ENSP00000313681	0.055	0	0	0	0	0.058	0.900	0.548	0.954
PPARG	SERPINE1	9606.ENSP00000287820	9606.ENSP00000223095	0	0	0	0	0.060	0.058	0	0.609	0.624
PPARG	VDR	9606.ENSP00000287820	9606.ENSP00000447173	0	0	0	0.684	0	0.270	0	0.800	0.452
PPARG	SYN1	9606.ENSP00000287820	9606.ENSP00000295987	0	0	0	0	0	0	0	0.472	0.472
PPARG	WWTR1	9606.ENSP00000287820	9606.ENSP00000419465	0	0	0	0	0	0.182	0	0.556	0.621
PRKAR1A	PRKAR2B	9606.ENSP00000376475	9606.ENSP00000265717	0	0	0	0.859	0.065	0.538	0.900	0.851	0.958
PRKCB	SKIL	9606.ENSP00000305355	9606.ENSP00000415243	0	0	0	0	0	0	0	0.451	0.451
PRKCB	SPHK1	9606.ENSP00000305355	9606.ENSP00000313681	0	0	0	0	0.062	0	0.900	0.168	0.915
PSME1	PSME2	9606.ENSP00000372155	9606.ENSP00000216802	0	0	0	0.911	0.771	0.870	0.800	0.989	0.994
PVRL3	SHROOM3	9606.ENSP00000418070	9606.ENSP00000296043	0	0	0	0	0	0	0	0.720	0.720
SERPINE1	SKIL	9606.ENSP00000223095	9606.ENSP00000415243	0	0	0	0	0.062	0	0	0.395	0.408
SERPINE1	TFPI	9606.ENSP00000223095	9606.ENSP00000233156	0	0	0	0	0.082	0.102	0	0.631	0.670
SERPINE1	WWTR1	9606.ENSP00000223095	9606.ENSP00000419465	0	0	0	0	0.108	0	0.900	0.251	0.927
SH3RF1	SPAG9	9606.ENSP00000284637	9606.ENSP00000262013	0	0	0	0	0	0	0	0.695	0.695
SH3RF1	SHROOM3	9606.ENSP00000284637	9606.ENSP00000296043	0	0	0	0	0.076	0.182	0	0.639	0.704
SLC1A4	SLC43A2	9606.ENSP00000234256	9606.ENSP00000461382	0	0	0	0	0	0	0	0.673	0.673
SLC25A19	STX8	9606.ENSP00000385312	9606.ENSP00000305255	0	0	0	0	0.063	0	0	0.584	0.593
SLC39A8	SLC41A2	9606.ENSP00000378310	9606.ENSP00000258538	0	0	0	0	0.062	0	0	0.443	0.455
STX8	VAMP5	9606.ENSP00000305255	9606.ENSP00000305647	0	0	0	0	0.082	0.524	0	0.374	0.703
SYN1	SYNGR3	9606.ENSP00000295987	9606.ENSP00000248121	0	0	0	0	0.251	0	0	0.327	0.474
SYN1	TMEM57	9606.ENSP00000295987	9606.ENSP00000363463	0	0	0	0	0	0	0	0.764	0.764
TMEM57	YPEL4	9606.ENSP00000363463	9606.ENSP00000432648	0	0	0	0	0	0	0	0.766	0.766
